23/03/17 05:04:00 394 [info]:  >> DB 접속됨 [threaId=108]
23/03/17 06:36:57 804 [info]:  >> Connection 임대됨 [threadId=163]
23/03/17 06:36:57 816 [info]:  >> Connection 반납됨 [threadId=163]
23/03/17 06:37:11 064 [info]:  >> Connection 임대됨 [threadId=163]
23/03/17 06:37:11 070 [info]:  >> Connection 반납됨 [threadId=163]
23/03/17 06:37:21 996 [info]:  >> Connection 임대됨 [threadId=163]
23/03/17 06:37:22 001 [info]:  >> Connection 반납됨 [threadId=163]
23/03/17 06:41:10 925 [info]:  >> Connection 임대됨 [threadId=163]
23/03/17 06:41:10 930 [info]:  >> Connection 반납됨 [threadId=163]
23/03/17 06:42:25 089 [info]:  >> Connection 임대됨 [threadId=163]
23/03/17 06:42:25 094 [info]:  >> Connection 반납됨 [threadId=163]
23/03/17 06:42:35 462 [info]:  >> Connection 임대됨 [threadId=163]
23/03/17 06:42:35 467 [info]:  >> Connection 반납됨 [threadId=163]
23/03/17 06:43:05 841 [info]:  >> Connection 임대됨 [threadId=163]
23/03/17 06:43:05 846 [info]:  >> Connection 반납됨 [threadId=163]
